| Algorithm    | prob     | n     | t                     | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | cosmin                  | cosmax                  |
| scipy_lbfgs  | SCHMVETT | 5000  | 0.0499875545501709    | 27     | -14993.999999691874     | 0.0006474967243017788  | 29       | 29       | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
| QPS          | SROSENBR | 5000  | 0.005701780319213867  | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 39       | 11       | 2        | --                      | --                      |
| QPS-roma     | SROSENBR | 5000  | 0.006600379943847656  | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 60       | 11       | 2        | -0.9938025147691654     | -0.9938025147691654     |
| QPS-roma_box | SROSENBR | 5000  | 0.029944181442260742  | 9      | 0.0002949514848854499   | 0.0003028701520954976  | 112      | 84       | 1        | -0.8508980569258587     | 0.4087820918503236      |
| scipy_lbfgs  | SROSENBR | 5000  | 0.011070728302001953  | 16     | 7.529421320871214e-08   | 0.00011995145633106896 | 17       | 17       | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
| QPS          | TOINTGSS | 5000  | 0.0040798187255859375 | 1      | 10.002000799679799      | 9.836762893637634e-41  | 8        | 3        | 1        | --                      | --                      |
| QPS-roma     | TOINTGSS | 5000  | 0.03998589515686035   | 12     | 10.002001109406544      | 0.0006276892618916516  | 178      | 14       | 0        | -0.9999999975853189     | -0.8386870888982029     |
| QPS-roma_box | TOINTGSS | 5000  | 0.0066509246826171875 | 1      | 10.002000799679799      | 9.836762893637634e-41  | 12       | 8        | 0        | inf                     | -inf                    |
| scipy_lbfgs  | TOINTGSS | 5000  | 0.017766952514648438  | 13     | 10.002000819760791      | 0.00036409233624187017 | 17       | 17       | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
| QPS          | TQUARTIC | 5000  | 0.0033721923828125    | 4      | 0.8061298532482215      | 0.00034385153941822547 | 21       | 6        | 1        | --                      | --                      |
| QPS-roma     | TQUARTIC | 5000  | 0.010013580322265625  | 5      | 0.8061318791840427      | 0.0003438923169196147  | 75       | 7        | 1        | -0.9999802439688945     | -0.9815679376656813     |
| QPS-roma_box | TQUARTIC | 5000  | 0.004686594009399414  | 1      | 0.8061346126040017      | 0.00034390827554486305 | 15       | 11       | 0        | inf                     | -inf                    |
| scipy_lbfgs  | TQUARTIC | 5000  | 0.016764163970947266  | 18     | 9.28791730899245e-14    | 3.9781172820981136e-05 | 26       | 26       | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
| QPS          | VAREIGVL | 5000  | 0.05362868309020996   | 35     | 3.175822272128422e-05   | 0.00095726059882107    | 142      | 37       | 1        | --                      | --                      |
| QPS-roma     | VAREIGVL | 5000  | 0.2252054214477539    | 61     | 1.7169890881623456e-06  | 0.00013167254701414117 | 756      | 63       | 3        | -0.9999999999982088     | 0.9999864580279968      |
| QPS-roma_box | VAREIGVL | 5000  | 0.2614600658416748    | 42     | 2.423371423504328e-05   | 0.0008346147679028601  | 390      | 222      | 0        | -0.06942169173727801    | 0.24941640718126284     |
| scipy_lbfgs  | VAREIGVL | 5000  | 0.02434253692626953   | 15     | 1.1179171984832347e-07  | 0.0008711729437351909  | 19       | 19       | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
| QPS          | WOODS    | 4000  | 0.03984832763671875   | 81     | 0.0009349510233391178   | 0.0009243076750750534  | 300      | 83       | 6        | --                      | --                      |
| QPS-roma     | WOODS    | 4000  | 0.5975000858306885    | 396    | 0.0003144369534199414   | 0.0004526485832987426  | 4966     | 398      | 19       | -0.9999999792790117     | 0.9999998750571157      |
| QPS-roma_box | WOODS    | 4000  | 0.23574256896972656   | 84     | 1.3551946274099132e-05  | 0.0004984848421891658  | 876      | 573      | 3        | -0.9998297576644262     | 0.08366708481997123     |
| scipy_lbfgs  | WOODS    | 4000  | 0.05563545227050781   | 87     | 5.675325340677293e-07   | 0.00031994742054930274 | 114      | 114      | nan      | nan                     | nan                     |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                      | --                      |
