| Algorithm    | prob     | n     | t                     | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | cosmin               | cosmax                 |
| scipy_lbfgs  | SCHMVETT | 5000  | 0.04843902587890625   | 27     | -14993.999999691874     | 0.0006474967243017788  | 29       | 29       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | SROSENBR | 5000  | 0.005067110061645508  | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 39       | 11       | 2        | --                   | --                     |
| QPS-roma     | SROSENBR | 5000  | 0.007470130920410156  | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 60       | 11       | 2        | -0.9938025147691654  | -0.9938025147691654    |
| QPS-roma_box | SROSENBR | 5000  | 0.008343935012817383  | 9      | 0.00014385293652469664  | 0.00021056657275586588 | 52       | 20       | 1        | -0.9938025147691654  | 0.01195296021168922    |
| scipy_lbfgs  | SROSENBR | 5000  | 0.011327981948852539  | 16     | 7.529421320871214e-08   | 0.00011995145633106896 | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | TOINTGSS | 5000  | 0.002868175506591797  | 1      | 10.002000799679799      | 9.836762893637634e-41  | 8        | 3        | 1        | --                   | --                     |
| QPS-roma     | TOINTGSS | 5000  | 0.04067254066467285   | 12     | 10.002001109406544      | 0.0006276892618916516  | 178      | 14       | 0        | -0.9999999975853189  | -0.8386870888982029    |
| QPS-roma_box | TOINTGSS | 5000  | 0.0027315616607666016 | 1      | 10.002000799679799      | 9.836762893637634e-41  | 8        | 3        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | TOINTGSS | 5000  | 0.01754283905029297   | 13     | 10.002000819760791      | 0.00036409233624187017 | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | TQUARTIC | 5000  | 0.0036895275115966797 | 4      | 0.8061298532482215      | 0.00034385153941822547 | 21       | 6        | 1        | --                   | --                     |
| QPS-roma     | TQUARTIC | 5000  | 0.009807348251342773  | 5      | 0.8061318791840427      | 0.0003438923169196147  | 75       | 7        | 1        | -0.9999802439688945  | -0.9815679376656813    |
| QPS-roma_box | TQUARTIC | 5000  | 0.0033414363861083984 | 4      | 0.8061298532482215      | 0.00034385153941822547 | 21       | 6        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | TQUARTIC | 5000  | 0.016083478927612305  | 18     | 9.28791730899245e-14    | 3.9781172820981136e-05 | 26       | 26       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | VAREIGVL | 5000  | 0.05000591278076172   | 35     | 3.175822272128422e-05   | 0.00095726059882107    | 142      | 37       | 1        | --                   | --                     |
| QPS-roma     | VAREIGVL | 5000  | 0.21236085891723633   | 61     | 1.7169890881623456e-06  | 0.00013167254701414117 | 756      | 63       | 3        | -0.9999999999982088  | 0.9999864580279968     |
| QPS-roma_box | VAREIGVL | 5000  | 0.05058145523071289   | 35     | 3.175822272128422e-05   | 0.00095726059882107    | 142      | 37       | 1        | -0.870199417931337   | -0.0001818384676388896 |
| scipy_lbfgs  | VAREIGVL | 5000  | 0.023478984832763672  | 15     | 1.1179171984832347e-07  | 0.0008711729437351909  | 19       | 19       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | WOODS    | 4000  | 0.040921688079833984  | 81     | 0.0009349510233391178   | 0.0009243076750750534  | 300      | 83       | 6        | --                   | --                     |
| QPS-roma     | WOODS    | 4000  | 0.5878207683563232    | 396    | 0.0003144369534199414   | 0.0004526485832987426  | 4966     | 398      | 19       | -0.9999999792790117  | 0.9999998750571157     |
| QPS-roma_box | WOODS    | 4000  | 0.05261635780334473   | 72     | 0.00015302955544325883  | 0.0004419587370591005  | 328      | 103      | 1        | -0.9013501440411322  | 0.32666688470052546    |
| scipy_lbfgs  | WOODS    | 4000  | 0.05380821228027344   | 87     | 5.675325340677293e-07   | 0.00031994742054930274 | 114      | 114      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
