| Algorithm    | prob     | n     | t                     | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | cosmin               | cosmax                 |
| scipy_lbfgs  | SCHMVETT | 5000  | 0.047986745834350586  | 27     | -14993.999999691874     | 0.0006474967243017788  | 29       | 29       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | SROSENBR | 5000  | 0.0057904720306396484 | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 39       | 11       | 2        | --                   | --                     |
| QPS-roma     | SROSENBR | 5000  | 0.007226705551147461  | 9      | 0.0010289009811477333   | 0.00046570145919577755 | 60       | 11       | 2        | -0.9938025147691654  | -0.9938025147691654    |
| QPS-roma_box | SROSENBR | 5000  | 0.013774394989013672  | 10     | 1.746924820712608e-05   | 6.906464160572057e-05  | 67       | 31       | 1        | -0.9938025147691654  | 0.13754109798579822    |
| scipy_lbfgs  | SROSENBR | 5000  | 0.01088571548461914   | 16     | 7.529421320871214e-08   | 0.00011995145633106896 | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | TOINTGSS | 5000  | 0.0029981136322021484 | 1      | 10.002000799679799      | 9.836762893637634e-41  | 8        | 3        | 1        | --                   | --                     |
| QPS-roma     | TOINTGSS | 5000  | 0.04037618637084961   | 12     | 10.002001109406544      | 0.0006276892618916516  | 178      | 14       | 0        | -0.9999999975853189  | -0.8386870888982029    |
| QPS-roma_box | TOINTGSS | 5000  | 0.0030732154846191406 | 1      | 10.002000799679799      | 9.836762893637634e-41  | 8        | 3        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | TOINTGSS | 5000  | 0.017843246459960938  | 13     | 10.002000819760791      | 0.00036409233624187017 | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | TQUARTIC | 5000  | 0.0039293766021728516 | 4      | 0.8061298532482215      | 0.00034385153941822547 | 21       | 6        | 1        | --                   | --                     |
| QPS-roma     | TQUARTIC | 5000  | 0.009148120880126953  | 5      | 0.8061318791840427      | 0.0003438923169196147  | 75       | 7        | 1        | -0.9999802439688945  | -0.9815679376656813    |
| QPS-roma_box | TQUARTIC | 5000  | 0.0027894973754882812 | 4      | 0.8061298532482215      | 0.00034385153941822547 | 21       | 6        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | TQUARTIC | 5000  | 0.01584768295288086   | 18     | 9.28791730899245e-14    | 3.9781172820981136e-05 | 26       | 26       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | VAREIGVL | 5000  | 0.05017495155334473   | 35     | 3.175822272128422e-05   | 0.00095726059882107    | 142      | 37       | 1        | --                   | --                     |
| QPS-roma     | VAREIGVL | 5000  | 0.21242380142211914   | 61     | 1.7169890881623456e-06  | 0.00013167254701414117 | 756      | 63       | 3        | -0.9999999999982088  | 0.9999864580279968     |
| QPS-roma_box | VAREIGVL | 5000  | 0.05067634582519531   | 35     | 3.175822272128422e-05   | 0.00095726059882107    | 142      | 37       | 1        | -0.870199417931337   | -0.0001818384676388896 |
| scipy_lbfgs  | VAREIGVL | 5000  | 0.02317190170288086   | 15     | 1.1179171984832347e-07  | 0.0008711729437351909  | 19       | 19       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | WOODS    | 4000  | 0.04081368446350098   | 81     | 0.0009349510233391178   | 0.0009243076750750534  | 300      | 83       | 6        | --                   | --                     |
| QPS-roma     | WOODS    | 4000  | 0.5988976955413818    | 396    | 0.0003144369534199414   | 0.0004526485832987426  | 4966     | 398      | 19       | -0.9999999792790117  | 0.9999998750571157     |
| QPS-roma_box | WOODS    | 4000  | 0.06973695755004883   | 71     | 5.12996156985985e-05    | 0.00039305912086860697 | 374      | 147      | 1        | -0.9013501440411322  | 0.5792976005090532     |
| scipy_lbfgs  | WOODS    | 4000  | 0.05785369873046875   | 87     | 5.675325340677293e-07   | 0.00031994742054930274 | 114      | 114      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
